maximum_number_of_counts committed_at_once
seasonal_dummies
number_of_disciplinary_infractions_while_incarcerated
number_of_previous_parole_violations
prison_at_which_incarcerated
average_number_of_counts_committed_at_once
parole_violation_typecode_dummy
regional_employment_rate
federal_gdp
county_recidivism_rate
state_recidivism_rate
county_crime_rate
county_demographics
