8,943.0
43,4009.0
51,4704.0
56,4979.0
63,5291.0
65,5442.0
79,6587.0
100,9064.0
108,10103.0
128,12073.0
144,13706.0
224,22604.0
262,27944.0
263,28101.0
299,31057.0
423,44379.0
446,46830.0
459,47838.0
538,54526.0
539,54651.0
569,57530.0
571,57751.0
588,59717.0
603,60649.0
607,60729.0
667,67445.0
692,70169.0
693,70172.0
757,76489.0
762,76688.0
785,78129.0
787,78360.0
823,81723.0
878,85652.0
894,87490.0
943,92509.0
966,95079.0
1013,99393.0
1023,100221.0
1082,105324.0
1120,110342.0
1193,117130.0
1195,117166.0
1249,122917.0
1270,124269.0
1301,127125.0
1416,138594.0
1441,140038.0
1461,142474.0
1517,146969.0
1537,149449.0
1607,155615.0
1774,172983.0
1789,174012.0
1791,174049.0
1798,174704.0
1805,175645.0
1853,181516.0
1910,186154.0
1922,187129.0
1965,191436.0
1983,192315.0
2064,200547.0
2083,202306.0
2141,208496.0
2172,211367.0
2197,213490.0
2216,215324.0
2252,218500.0
2294,222483.0
2320,225931.0
2361,230621.0
2417,236614.0
2435,237650.0
2440,238424.0
2445,239759.0
2486,243125.0
2533,246960.0
2583,251729.0
2622,254910.0
2649,257906.0
2698,262346.0
2715,264044.0
2717,264225.0
2763,268076.0
2769,268407.0
2852,275602.0
2859,276417.0
2885,278163.0
2953,285156.0
3001,288832.0
3051,293313.0
3163,307655.0
3167,307869.0
3203,311279.0
3273,318040.0
3294,320127.0
3318,322180.0
3340,324257.0
3470,337190.0
3547,346865.0
3565,348377.0
3600,353365.0
3647,357715.0
3668,360286.0
3717,365253.0
3761,369291.0
3767,370222.0
3784,371598.0
3920,384096.0
3969,388965.0
3978,390516.0
4029,395223.0
4086,401225.0
4177,410567.0
4236,416394.0
4242,416818.0
4286,421507.0
4346,427023.0
4352,427409.0
4383,430383.0
4485,439864.0
4498,440981.0
4531,444023.0
4580,448835.0
4583,449245.0
4623,453093.0
4696,458852.0
4720,461410.0
4755,463668.0
4788,466552.0
4885,474072.0
4968,481670.0
5084,489438.0
5144,494017.0
5228,499283.0
5293,504876.0
5308,505657.0
5314,505943.0
5319,506250.0
5332,507042.0
5344,507768.0
5383,511140.0
5577,523625.0
5749,534541.0
5751,534725.0
5863,542213.0
6022,552295.0
6062,555568.0
6117,559368.0
6164,562732.0
6173,563138.0
6202,565286.0
6205,565506.0
6222,566662.0
6237,567303.0
6252,568044.0
6284,569795.0
6296,570598.0
6314,571886.0
6388,576922.0
6441,579790.0
6446,580083.0
6570,587500.0
6602,589905.0
6690,595450.0
6702,596224.0
6711,597043.0
6716,597316.0
6872,607308.0
6980,614065.0
7036,617071.0
7262,630027.0
7269,630232.0
7316,632937.0
7345,634954.0
7416,639450.0
7420,639925.0
7435,641283.0
7447,642406.0
7460,643473.0
7464,643974.0
7495,645110.0
7500,645584.0
7510,646023.0
7529,647222.0
7665,655869.0
7668,655930.0
7726,658680.0
7783,662519.0
7816,663921.0
7947,671546.0
7969,672226.0
8038,676053.0
8044,676300.0
8061,677536.0
8066,677853.0
8097,680216.0
8119,681330.0
8251,689576.0
8389,697741.0
8405,698509.0
8408,698624.0
8423,699527.0
8443,701551.0
8475,702909.0
8481,703020.0
8487,703375.0
8489,703401.0
8501,704222.0
8531,705540.0
8552,706911.0
8557,707191.0
8565,707532.0
8596,709349.0
8617,710530.0
8638,712059.0
8668,713206.0
8688,714342.0
8851,722922.0
8898,725713.0
8911,726487.0
8928,727743.0
8983,730474.0
8998,731123.0
9025,732250.0
9112,736284.0
9113,736335.0
9141,737784.0
9143,737822.0
9155,738570.0
9211,740999.0
9237,742480.0
9247,743046.0
9293,745518.0
9303,745981.0
9324,747179.0
9417,752437.0
9468,755338.0
9505,757390.0
9537,759150.0
9552,759967.0
9568,760872.0
9571,761028.0
9589,761767.0
9591,761792.0
9594,762014.0
9652,765000.0
9702,767303.0
9707,767428.0
9765,770870.0
9771,771134.0
9864,775851.0
9890,777082.0
9913,778501.0
9935,779714.0
10037,785555.0
10054,786488.0
10101,789080.0
10104,789141.0
10114,789551.0
10134,790490.0
10146,790980.0
10158,791595.0
10170,792273.0
10188,793020.0
10203,793772.0
10218,794270.0
10227,795003.0
10298,798565.0
10319,799922.0
10325,800238.0
10332,800347.0
10345,801122.0
10361,801678.0
10397,803514.0
10420,804458.0
10463,806117.0
10478,806795.0
10498,807858.0
10532,809697.0
10540,810114.0
10569,811589.0
10605,813204.0
10623,814032.0
10634,814396.0
10722,818365.0
10769,820073.0
10777,820434.0
10791,820762.0
10861,823585.0
10869,823947.0
10912,826257.0
10930,826847.0
10935,827117.0
10948,827557.0
11041,831243.0
11057,831702.0
11093,833072.0
11174,836198.0
11197,837080.0
11237,838601.0
11240,838626.0
11246,838863.0
11288,841144.0
11310,842314.0
11377,844810.0
11384,845070.0
11395,845497.0
11400,845779.0
11401,845816.0
11421,846760.0
11441,847424.0
11480,849081.0
11492,849669.0
11529,851352.0
11585,853488.0
11606,854176.0
11646,856223.0
11659,856592.0
11665,857037.0
11684,858215.0
11722,860167.0
11723,860241.0
11762,862754.0
11775,863486.0
11821,866189.0
11835,866777.0
11846,867201.0
11904,870748.0
11951,874305.0
11956,874695.0
11973,875514.0
11980,875633.0
11981,875639.0
12098,882503.0
12103,882913.0
12137,884564.0
12169,885863.0
12204,887247.0
12225,888579.0
12243,889282.0
12246,889415.0
12260,890011.0
12261,890020.0
12268,890345.0
12271,890523.0
12281,891049.0
12284,891130.0
12287,891471.0
12290,891604.0
12312,892298.0
12317,892450.0
12331,893091.0
12340,893509.0
12347,893936.0
12362,894753.0
12376,895092.0
12417,897067.0
12419,897101.0
12423,897161.0
12427,897406.0
12446,898854.0
12454,899361.0
12508,901880.0
12509,901909.0
12514,902122.0
12552,904270.0
12576,905640.0
12589,906225.0
12597,906734.0
12598,907032.0
12599,907080.0
12600,907128.0
12621,908275.0
12635,908963.0
12636,909049.0
12655,910122.0
12658,910200.0
12691,911851.0
12694,912167.0
12696,912248.0
12700,912331.0
12710,912489.0
12715,912829.0
12745,913756.0
12756,914645.0
12782,915781.0
12811,917353.0
12827,918177.0
12835,918425.0
12851,919535.0
12859,920105.0
12884,921100.0
12907,922395.0
12926,923362.0
12927,923371.0
12933,923538.0
12950,923952.0
12971,924979.0
12972,924979.0
12985,925332.0
12995,925972.0
12998,926520.0
13012,926947.0
13029,927729.0
13051,928728.0
13068,929688.0
13080,930229.0
13086,930390.0
13095,930859.0
13097,930972.0
13125,932050.0
13151,933271.0
13167,933978.0
13200,936188.0
13203,936509.0
13247,938993.0
13248,939031.0
13313,941746.0
13324,942606.0
13379,944985.0
13390,945586.0
13392,945749.0
13424,947252.0
13430,947518.0
13432,947575.0
13436,947785.0
13530,952135.0
13536,952433.0
13562,953402.0
13589,954517.0
13601,955106.0
13603,955204.0
13608,955551.0
13671,958742.0
13675,959124.0
13684,959439.0
13703,960234.0
13752,962061.0
13767,962833.0
13784,963475.0
13827,965527.0
13830,965560.0
13858,967175.0
13859,967190.0
13867,967517.0
13939,970705.0
13952,971147.0
13956,971232.0
13994,972763.0
13995,972812.0
14015,973789.0
14024,974234.0
14038,975106.0
14052,975803.0
14095,977897.0
14138,979829.0
14155,980366.0
14178,981196.0
14203,982265.0
14219,982842.0
14260,985012.0
14299,987507.0
14302,987728.0
14332,988856.0
14372,990877.0
14416,992370.0
14444,993357.0
14452,993689.0
14463,994465.0
14488,995447.0
14536,997186.0
14551,997681.0
14564,998001.0
14591,999447.0
14594,999489.0
14601,999822.0
14656,1002240.0
14660,1002409.0
14681,1003354.0
14713,1004481.0
14720,1004685.0
14750,1005898.0
14779,1007075.0
14817,1008616.0
14846,1009959.0
14852,1010094.0
14873,1011194.0
14894,1012063.0
14937,1014211.0
14952,1014834.0
14969,1015488.0
14985,1016207.0
14995,1016593.0
15005,1016994.0
15019,1017707.0
15020,1017743.0
15067,1019157.0
15079,1019577.0
15089,1019792.0
15099,1020031.0
15100,1020170.0
15150,1021993.0
15155,1022217.0
15177,1023555.0
15246,1025769.0
15253,1026113.0
15269,1026663.0
15308,1028696.0
15345,1029891.0
15348,1030054.0
15357,1030405.0
15367,1030837.0
15369,1030921.0
15392,1031742.0
15402,1032207.0
15430,1033430.0
15455,1034608.0
15468,1035149.0
15469,1035152.0
15558,1038415.0
15577,1039196.0
15588,1039668.0
15594,1039842.0
15600,1039968.0
15608,1040384.0
15621,1040703.0
15630,1040978.0
15640,1041324.0
15657,1041951.0
15662,1042066.0
15665,1042158.0
15700,1043275.0
15710,1044030.0
15717,1044621.0
15727,1044734.0
15743,1045168.0
15748,1045376.0
15754,1045699.0
15760,1046055.0
15766,1046262.0
15770,1046402.0
15779,1046826.0
15780,1046835.0
15783,1046885.0
15801,1047459.0
15805,1047574.0
15808,1047739.0
15809,1047753.0
15823,1048193.0
15839,1049457.0
15846,1049651.0
15855,1050103.0
15861,1050478.0
15862,1050480.0
15864,1050518.0
15872,1050744.0
15879,1050997.0
15884,1051109.0
15885,1051132.0
15897,1051569.0
15899,1051609.0
15904,1051736.0
15906,1051829.0
15911,1052029.0
15921,1052479.0
15922,1052479.0
15930,1052709.0
15931,1052738.0
15936,1053011.0
15957,1054095.0
15965,1054359.0
